Country;iso3;year;month;type;expected.mean;acm.mean;excess.mean*;cumul.excess.mean*;cumul.excess.low*;cumul.excess.high*
Bulgaria;BGR;2020;8;reported;8099;8777;678;531;-813;1927
Bulgaria;BGR;2020;9;reported;7848;8124;276;807;-651;2201
Bulgaria;BGR;2020;10;reported;8565;10090;1525;2332;816;3772
Bulgaria;BGR;2020;11;reported;9152;17399;8247;10580;9019;12138
Bulgaria;BGR;2020;12;reported;10103;17327;7224;17804;16163;19436
Bulgaria;BGR;2021;1;reported;10088;11378;1286;19090;17332;20802
Bulgaria;BGR;2021;2;reported;9516;9842;323;19413;17574;21324
Bulgaria;BGR;2021;3;reported;9323;14585;5259;24672;22766;26636
Bulgaria;BGR;2021;4;reported;8796;15515;6716;31387;29366;33400
Bulgaria;BGR;2021;5;reported;8516;11096;2576;33964;31932;36086
Bulgaria;BGR;2021;6;reported;8245;9090;842;34805;32646;37020
Bulgaria;BGR;2021;7;reported;8287;9152;861;35666;33555;37864
Bulgaria;BGR;2021;8;reported;8045;9927;1879;37545;35359;39825
Bulgaria;BGR;2021;9;reported;7821;11729;3905;41450;39182;43728
Bulgaria;BGR;2021;10;reported;8503;15584;7078;48527;46270;50901
Bulgaria;BGR;2021;11;reported;9121;16904;7779;56306;53922;58752
Bulgaria;BGR;2021;12;reported;10021;14238;4213;60519;58096;63033
Bahrain;BHR;2020;1;predicted;448;461;13;13;-111;165
Bahrain;BHR;2020;2;predicted;439;432;-7;6;-164;203
Bahrain;BHR;2020;3;predicted;432;438;6;12;-202;254
Bahrain;BHR;2020;4;predicted;418;427;9;21;-237;302
Bahrain;BHR;2020;5;predicted;402;460;58;79;-204;383
Bahrain;BHR;2020;6;predicted;392;548;156;235;-97;589
Bahrain;BHR;2020;7;predicted;389;547;158;393;22;784
Bahrain;BHR;2020;8;predicted;391;499;108;501;102;923
Bahrain;BHR;2020;9;predicted;399;475;76;577;158;1022
Bahrain;BHR;2020;10;predicted;415;468;53;630;177;1093
Bahrain;BHR;2020;11;predicted;427;444;18;647;156;1107
Bahrain;BHR;2020;12;predicted;442;450;8;655;152;1128
Bahrain;BHR;2021;1;predicted;482;497;15;670;147;1171
Bahrain;BHR;2021;2;predicted;472;516;44;714;182;1237
Bahrain;BHR;2021;3;predicted;465;532;67;781;226;1348
Bahrain;BHR;2021;4;predicted;449;563;114;895;349;1482
Bahrain;BHR;2021;5;predicted;433;653;220;1114;528;1741
Bahrain;BHR;2021;6;predicted;423;691;268;1383;755;2047
Bahrain;BHR;2021;7;predicted;419;539;119;1502;873;2178
Bahrain;BHR;2021;8;predicted;422;479;58;1559;906;2242
Bahrain;BHR;2021;9;predicted;430;474;44;1604;925;2314
Bahrain;BHR;2021;10;predicted;447;482;35;1638;898;2365
Bahrain;BHR;2021;11;predicted;460;487;27;1665;890;2414
Bahrain;BHR;2021;12;predicted;476;511;36;1701;952;2475
Bahamas;BHS;2020;1;reported;253;282;29;29;16;41
Bahamas;BHS;2020;2;reported;254;242;-12;17;0;34
Bahamas;BHS;2020;3;reported;254;251;-4;13;-9;34
Bahamas;BHS;2020;4;reported;255;247;-9;4;-19;29
Bahamas;BHS;2020;5;reported;256;223;-33;-29;-57;-1
Bahamas;BHS;2020;6;reported;257;226;-31;-60;-89;-28
Bahamas;BHS;2020;7;reported;257;298;40;-20;-52;13
Bahamas;BHS;2020;8;reported;258;370;111;92;56;129
Bahamas;BHS;2020;9;reported;259;353;94;186;147;225
Bahamas;BHS;2020;10;reported;260;360;100;285;244;328
Bahamas;BHS;2020;11;reported;261;293;32;317;274;360
Bahamas;BHS;2020;12;reported;262;268;6;323;277;370
Bahamas;BHS;2021;1;reported;263;265;2;325;277;373
Bahamas;BHS;2021;2;reported;263;248;-15;310;257;362
Bahamas;BHS;2021;3;reported;264;271;7;317;262;371
Bahamas;BHS;2021;4;reported;265;266;1;318;263;374
Bahamas;BHS;2021;5;reported;266;265;-1;317;260;376
Bahamas;BHS;2021;6;reported;267;264;-3;315;254;376
Bahamas;BHS;2021;7;reported;267;379;112;427;363;492
Bahamas;BHS;2021;8;reported;268;595;327;754;686;823
Bahamas;BHS;2021;9;reported;269;553;284;1038;966;1108
Bahamas;BHS;2021;10;reported;269;450;181;1218;1146;1294
Bahamas;BHS;2021;11;reported;270;272;2;1220;1143;1296
Bahamas;BHS;2021;12;reported;272;306;34;1254;1178;1334
Bosnia and Herzegovina;BIH;2020;1;reported;3202;2800;-402;-402;-534;-273
Bosnia and Herzegovina;BIH;2020;2;reported;3286;3203;-83;-485;-691;-289
Bosnia and Herzegovina;BIH;2020;3;reported;3242;2970;-272;-757;-1009;-529
Bosnia and Herzegovina;BIH;2020;4;reported;3085;3207;122;-635;-927;-352
Bosnia and Herzegovina;BIH;2020;5;reported;2940;2938;-2;-637;-961;-319
Bosnia and Herzegovina;BIH;2020;6;reported;2820;2953;133;-504;-856;-172
Bosnia and Herzegovina;BIH;2020;7;reported;2778;3066;288;-216;-607;163
Bosnia and Herzegovina;BIH;2020;8;reported;2772;3329;557;341;-62;734
Bosnia and Herzegovina;BIH;2020;9;reported;2796;3459;663;1004;570;1407
Bosnia and Herzegovina;BIH;2020;10;reported;2893;3506;613;1618;1147;2053
Bosnia and Herzegovina;BIH;2020;11;reported;3022;5410;2388;4006;3546;4467
Bosnia and Herzegovina;BIH;2020;12;reported;3175;5962;2787;6793;6308;7262
Bosnia and Herzegovina;BIH;2021;1;reported;3176;3452;276;7069;6562;7558
Bosnia and Herzegovina;BIH;2021;2;reported;3262;3454;192;7261;6742;7768
Bosnia and Herzegovina;BIH;2021;3;reported;3214;4787;1573;8834;8259;9395
Bosnia and Herzegovina;BIH;2021;4;reported;3059;6051;2992;11826;11225;12417
Bosnia and Herzegovina;BIH;2021;5;reported;2915;4223;1308;13135;12512;13744
Bosnia and Herzegovina;BIH;2021;6;reported;2800;3276;476;13611;12976;14243
Bosnia and Herzegovina;BIH;2021;7;reported;2759;3067;308;13918;13263;14580
Bosnia and Herzegovina;BIH;2021;8;reported;2751;3019;268;14186;13515;14870
Bosnia and Herzegovina;BIH;2021;9;reported;2773;3779;1006;15192;14498;15897
Bosnia and Herzegovina;BIH;2021;10;reported;2875;4125;1250;16442;15744;17165
Bosnia and Herzegovina;BIH;2021;11;reported;3002;4615;1613;18055;17295;18816
Bosnia and Herzegovina;BIH;2021;12;reported;3153;4655;1502;19557;18819;20333
Belarus;BLR;2020;1;reported;10431;10725;294;294;-88;671
Belarus;BLR;2020;2;reported;10479;9622;-857;-564;-1132;-5
Belarus;BLR;2020;3;reported;10490;10690;200;-364;-1116;377
Belarus;BLR;2020;4;reported;10325;10886;560;196;-677;1024
Belarus;BLR;2020;5;reported;9999;11966;1966;2162;1196;3108
Belarus;BLR;2020;6;reported;9608;13016;3407;5570;4494;6673
Belarus;BLR;2020;7;reported;9355;10759;1403;6973;5912;8035
Belarus;BLR;2020;8;reported;9291;10413;1122;8094;6937;9195
Belarus;BLR;2020;9;reported;9444;10659;1215;9309;8034;10511
Belarus;BLR;2020;10;reported;9837;12704;2867;12176;10900;13482
Belarus;BLR;2020;11;reported;10136;15565;5429;17605;16119;18990
Belarus;BLR;2020;12;reported;10429;17531;7102;24707;23182;26190
Belarus;BLR;2021;1;reported;10438;16127;5689;30395;28851;31925
Belarus;BLR;2021;2;reported;10465;12554;2089;32484;30947;34200
Belarus;BLR;2021;3;reported;10484;11036;551;33036;31389;34686
Belarus;BLR;2021;4;predicted;10321;11781;1459;34495;31123;38262
Belarus;BLR;2021;5;predicted;10008;11652;1644;36139;31488;41270
Belarus;BLR;2021;6;predicted;9589;11276;1687;37826;31973;44447
Belarus;BLR;2021;7;predicted;9350;11348;1997;39823;32966;46988
Belarus;BLR;2021;8;predicted;9287;11370;2082;41905;34416;49318
Belarus;BLR;2021;9;predicted;9445;11632;2187;44092;35763;52890
Belarus;BLR;2021;10;predicted;9829;12337;2507;46599;37115;56463
Belarus;BLR;2021;11;predicted;10134;12421;2286;48885;38644;59635
Belarus;BLR;2021;12;predicted;10439;12391;1951;50837;39614;62486
Belize;BLZ;2020;1;reported;172;178;6;6;-2;15
Belize;BLZ;2020;2;reported;174;166;-8;-2;-15;12
Belize;BLZ;2020;3;reported;174;166;-8;-9;-25;8
Belize;BLZ;2020;4;reported;171;145;-26;-35;-54;-15
Belize;BLZ;2020;5;reported;168;157;-11;-46;-67;-23
Belize;BLZ;2020;6;reported;165;168;3;-43;-66;-19
Belize;BLZ;2020;7;reported;164;156;-8;-51;-77;-26
Belize;BLZ;2020;8;reported;164;156;-8;-59;-87;-32
Belize;BLZ;2020;9;reported;166;149;-17;-76;-106;-48
Belize;BLZ;2020;10;reported;169;189;20;-57;-87;-25
Belize;BLZ;2020;11;reported;173;253;80;23;-8;57
Belize;BLZ;2020;12;reported;176;275;99;123;89;158
Belize;BLZ;2021;1;reported;176;198;19;141;105;180
Belize;BLZ;2021;2;reported;178;184;3;144;105;187
Belize;BLZ;2021;3;reported;177;171;-10;134;92;178
Belize;BLZ;2021;4;reported;175;143;-36;99;57;143
Belize;BLZ;2021;5;reported;172;170;-5;94;49;142
Belize;BLZ;2021;6;reported;169;178;6;99;53;147
Belize;BLZ;2021;7;reported;168;165;-6;93;46;141
Belize;BLZ;2021;8;reported;168;242;70;163;114;216
Belize;BLZ;2021;9;reported;170;255;81;245;194;297
Belize;BLZ;2021;10;reported;173;287;110;355;303;410
Belize;BLZ;2021;11;reported;177;314;134;489;432;544
Belize;BLZ;2021;12;reported;181;182;-2;487;430;544
Bolivia (Plurinational State of);BOL;2020;1;reported;6725;7182;453;453;294;611
Bolivia (Plurinational State of);BOL;2020;2;reported;6233;6645;408;862;623;1090
Bolivia (Plurinational State of);BOL;2020;3;reported;6620;7179;556;1418;1106;1745
Bolivia (Plurinational State of);BOL;2020;4;reported;6442;5166;-1279;139;-224;504
Bolivia (Plurinational State of);BOL;2020;5;reported;6794;7252;455;594;166;1009
Bolivia (Plurinational State of);BOL;2020;6;reported;7012;13644;6629;7223;6758;7663
Bolivia (Plurinational State of);BOL;2020;7;reported;7047;24352;17301;24524;24033;25011
Bolivia (Plurinational State of);BOL;2020;8;reported;6831;12613;5778;30303;29759;30806
Bolivia (Plurinational State of);BOL;2020;9;reported;6535;7979;1441;31744;31177;32297
Bolivia (Plurinational State of);BOL;2020;10;reported;6607;7571;961;32705;32118;33304
Bolivia (Plurinational State of);BOL;2020;11;reported;6414;7068;651;33355;32711;33987
Bolivia (Plurinational State of);BOL;2020;12;reported;6806;7342;533;33889;33226;34541
Bolivia (Plurinational State of);BOL;2021;1;reported;6815;15192;8361;42249;41564;42942
Bolivia (Plurinational State of);BOL;2021;2;reported;6323;11241;4902;47151;46427;47918
Bolivia (Plurinational State of);BOL;2021;3;reported;6708;9176;2452;49603;48865;50374
Bolivia (Plurinational State of);BOL;2021;4;reported;6526;8628;2086;51689;50920;52454
Bolivia (Plurinational State of);BOL;2021;5;reported;6895;13788;6877;58566;57758;59390
Bolivia (Plurinational State of);BOL;2021;6;reported;7114;16139;9009;67575;66763;68450
Bolivia (Plurinational State of);BOL;2021;7;reported;7137;11620;4467;72042;71252;72932
Bolivia (Plurinational State of);BOL;2021;8;reported;6923;9269;2330;74372;73505;75250
Bolivia (Plurinational State of);BOL;2021;9;reported;6614;7715;1085;75457;74572;76397
Bolivia (Plurinational State of);BOL;2021;10;reported;6702;7682;964;76421;75535;77358
Bolivia (Plurinational State of);BOL;2021;11;reported;6497;7921;1408;77829;76884;78777
Bolivia (Plurinational State of);BOL;2021;12;reported;6899;9995;3080;80909;79951;81909
Brazil;BRA;2020;1;reported;111263;110932;-536;-536;-2475;1388
Brazil;BRA;2020;2;reported;101248;104255;2802;2265;-888;5437
Brazil;BRA;2020;3;reported;112277;117888;5405;7670;3585;11843
Brazil;BRA;2020;4;reported;113377;123596;10013;17683;12642;22321
Brazil;BRA;2020;5;reported;120100;154511;34206;51889;46471;57355
Brazil;BRA;2020;6;reported;120341;140663;20116;72005;66053;78104
Brazil;BRA;2020;7;reported;124361;145262;20695;92700;86241;99713
Brazil;BRA;2020;8;reported;118083;141329;23040;115740;108621;123129
Brazil;BRA;2020;9;reported;111471;127115;15438;131178;123543;139212
Brazil;BRA;2020;10;reported;112283;128797;16309;147487;139704;155871
Brazil;BRA;2020;11;reported;107037;122598;15355;162842;154460;171613
Brazil;BRA;2020;12;reported;112569;139878;27104;189946;181338;199353
Brazil;BRA;2021;1;reported;112742;151728;38527;228472;219651;237561
Brazil;BRA;2021;2;reported;102580;137029;33989;262462;253122;272095
Brazil;BRA;2021;3;reported;113821;209406;95125;357587;348284;367711
Brazil;BRA;2021;4;reported;114774;196654;81420;439007;429166;449128
Brazil;BRA;2021;5;reported;121806;182945;60679;499686;489192;510295
Brazil;BRA;2021;6;reported;121920;172187;49808;549494;538675;560353
Brazil;BRA;2021;7;reported;125988;158549;32101;581595;570316;593430
Brazil;BRA;2021;8;reported;119616;143594;23519;605114;593389;617372
Brazil;BRA;2021;9;reported;113010;125984;12514;617628;605761;629915
Brazil;BRA;2021;10;reported;113799;125180;10921;628549;616716;640810
Brazil;BRA;2021;11;reported;108394;119930;11076;639625;627255;651701
Brazil;BRA;2021;12;reported;114176;132436;17801;657426;644407;669747
Barbados;BRB;2020;1;reported;233;255;22;22;3;41
Barbados;BRB;2020;2;reported;232;224;-9;13;-15;40
Barbados;BRB;2020;3;reported;231;244;13;26;-10;58
Barbados;BRB;2020;4;reported;231;183;-48;-22;-64;16
Barbados;BRB;2020;5;reported;230;245;15;-7;-52;35
Barbados;BRB;2020;6;reported;229;238;9;2;-48;48
Barbados;BRB;2020;7;reported;230;229;-1;0;-53;54
Barbados;BRB;2020;8;reported;231;233;2;2;-58;58
Barbados;BRB;2020;9;reported;232;187;-45;-43;-106;20
Barbados;BRB;2020;10;reported;235;225;-10;-54;-119;12
Barbados;BRB;2020;11;reported;237;209;-28;-82;-153;-9
Barbados;BRB;2020;12;reported;237;241;4;-78;-155;-2
Barbados;BRB;2021;1;reported;238;173;-65;-143;-225;-64
Barbados;BRB;2021;2;reported;236;220;-16;-160;-246;-77
Barbados;BRB;2021;3;reported;237;322;85;-74;-164;9
Barbados;BRB;2021;4;reported;236;189;-47;-121;-216;-30
Barbados;BRB;2021;5;reported;233;221;-12;-133;-233;-41
Barbados;BRB;2021;6;reported;234;246;12;-121;-222;-23
Barbados;BRB;2021;7;reported;233;143;-90;-211;-313;-106
Barbados;BRB;2021;8;reported;235;248;13;-198;-303;-90
Barbados;BRB;2021;9;reported;238;236;-2;-199;-310;-85
Barbados;BRB;2021;10;reported;240;279;39;-161;-272;-43
Barbados;BRB;2021;11;reported;241;298;57;-104;-216;10
Barbados;BRB;2021;12;reported;241;320;79;-25;-143;97
Brunei Darussalam;BRN;2020;1;reported;178;223;45;45;33;57
Brunei Darussalam;BRN;2020;2;reported;178;184;6;51;35;68
Brunei Darussalam;BRN;2020;3;reported;178;184;6;57;37;77
Brunei Darussalam;BRN;2020;4;reported;179;168;-11;45;22;70
Brunei Darussalam;BRN;2020;5;reported;179;165;-14;31;3;58
Brunei Darussalam;BRN;2020;6;reported;179;221;42;73;42;101
Brunei Darussalam;BRN;2020;7;reported;180;170;-10;62;28;94
Brunei Darussalam;BRN;2020;8;reported;181;180;-1;62;27;98
Brunei Darussalam;BRN;2020;9;reported;180;148;-32;29;-8;69
Brunei Darussalam;BRN;2020;10;reported;181;162;-19;10;-32;53
Brunei Darussalam;BRN;2020;11;reported;181;156;-25;-15;-60;30
Brunei Darussalam;BRN;2020;12;reported;181;170;-11;-26;-72;23
Brunei Darussalam;BRN;2021;1;reported;182;151;-31;-57;-108;-8
Brunei Darussalam;BRN;2021;2;reported;182;176;-6;-63;-116;-12
Brunei Darussalam;BRN;2021;3;reported;183;193;10;-53;-108;1
Brunei Darussalam;BRN;2021;4;reported;183;180;-3;-57;-114;-1
Brunei Darussalam;BRN;2021;5;reported;184;170;-14;-70;-131;-12
Brunei Darussalam;BRN;2021;6;reported;184;199;15;-55;-114;7
Brunei Darussalam;BRN;2021;7;reported;184;188;4;-51;-110;12
Brunei Darussalam;BRN;2021;8;reported;185;65;-120;-171;-237;-103
Brunei Darussalam;BRN;2021;9;reported;185;71;-114;-285;-354;-216
Brunei Darussalam;BRN;2021;10;reported;186;160;-26;-310;-382;-241
Brunei Darussalam;BRN;2021;11;reported;186;381;195;-115;-190;-42
Brunei Darussalam;BRN;2021;12;reported;186;331;145;30;-49;108
Bhutan;BTN;2020;1;predicted;407;419;12;12;-96;140
Bhutan;BTN;2020;2;predicted;401;397;-4;8;-142;198
Bhutan;BTN;2020;3;predicted;392;367;-25;-17;-197;194
Bhutan;BTN;2020;4;predicted;388;334;-54;-71;-270;161
Bhutan;BTN;2020;5;predicted;381;335;-46;-117;-338;142
Bhutan;BTN;2020;6;predicted;374;343;-30;-147;-393;125
Bhutan;BTN;2020;7;predicted;372;355;-18;-164;-427;137
Bhutan;BTN;2020;8;predicted;372;372;0;-164;-444;121
Bhutan;BTN;2020;9;predicted;375;380;5;-159;-471;158
Bhutan;BTN;2020;10;predicted;379;389;10;-149;-482;179
Bhutan;BTN;2020;11;predicted;392;406;13;-136;-474;223
Bhutan;BTN;2020;12;predicted;402;409;8;-128;-498;260
Bhutan;BTN;2021;1;predicted;416;402;-14;-142;-524;248
Bhutan;BTN;2021;2;predicted;410;377;-33;-175;-576;217
Bhutan;BTN;2021;3;predicted;401;367;-34;-209;-616;204
Bhutan;BTN;2021;4;predicted;397;360;-37;-246;-674;213
Bhutan;BTN;2021;5;predicted;389;350;-39;-285;-740;186
Bhutan;BTN;2021;6;predicted;382;352;-30;-315;-781;161
Bhutan;BTN;2021;7;predicted;381;363;-18;-333;-807;151
Bhutan;BTN;2021;8;predicted;380;362;-18;-350;-837;146
Bhutan;BTN;2021;9;predicted;384;360;-24;-374;-861;142
Bhutan;BTN;2021;10;predicted;388;382;-6;-380;-891;155
Bhutan;BTN;2021;11;predicted;401;414;13;-367;-922;195
Bhutan;BTN;2021;12;predicted;410;439;29;-339;-885;240
Botswana;BWA;2020;1;predicted;1680;1708;29;29;-373;498
Botswana;BWA;2020;2;predicted;1686;1666;-21;8;-588;694
Botswana;BWA;2020;3;predicted;1701;1683;-18;-10;-758;781
Botswana;BWA;2020;4;predicted;1730;1569;-161;-171;-999;743
Botswana;BWA;2020;5;predicted;1771;1671;-100;-271;-1237;788
Botswana;BWA;2020;6;predicted;1805;1766;-39;-310;-1389;887
Botswana;BWA;2020;7;predicted;1811;1842;31;-279;-1427;995
Botswana;BWA;2020;8;predicted;1787;1875;88;-191;-1438;1109
Botswana;BWA;2020;9;predicted;1735;1838;103;-88;-1385;1361
Botswana;BWA;2020;10;predicted;1694;1762;68;-20;-1357;1428
Botswana;BWA;2020;11;predicted;1686;1739;54;33;-1441;1558
Botswana;BWA;2020;12;predicted;1684;1758;74;108;-1407;1797
Botswana;BWA;2021;1;predicted;1687;1988;301;408;-1140;2115
Botswana;BWA;2021;2;predicted;1695;2174;479;887;-768;2687
Botswana;BWA;2021;3;predicted;1709;2352;643;1530;-259;3426
Botswana;BWA;2021;4;predicted;1740;2166;426;1956;52;3920
Botswana;BWA;2021;5;predicted;1780;2177;397;2352;345;4359
Botswana;BWA;2021;6;predicted;1815;2474;660;3012;815;5205
Botswana;BWA;2021;7;predicted;1821;2818;997;4009;1665;6294
Botswana;BWA;2021;8;predicted;1796;3314;1518;5526;3020;8002
Botswana;BWA;2021;9;predicted;1742;2215;473;5999;3570;8598
Botswana;BWA;2021;10;predicted;1702;1932;230;6229;3721;8863
Botswana;BWA;2021;11;predicted;1695;1786;91;6320;3686;9060
Botswana;BWA;2021;12;predicted;1693;1846;153;6473;3813;9246
Central African Republic;CAF;2020;1;predicted;4644;4678;33;33;-1096;1592
Central African Republic;CAF;2020;2;predicted;4577;4591;14;48;-1714;2089
Central African Republic;CAF;2020;3;predicted;4532;4552;20;67;-2069;2477
Central African Republic;CAF;2020;4;predicted;4537;4301;-236;-169;-2607;2622
Central African Republic;CAF;2020;5;predicted;4573;4626;53;-116;-2773;2847
Central African Republic;CAF;2020;6;predicted;4612;5254;642;526;-2527;3937
Central African Republic;CAF;2020;7;predicted;4644;5071;427;953;-2361;4757
Central African Republic;CAF;2020;8;predicted;4651;5009;358;1311;-2093;5215
Central African Republic;CAF;2020;9;predicted;4644;4914;270;1581;-2138;5671
Central African Republic;CAF;2020;10;predicted;4623;4824;201;1782;-2064;6323
Central African Republic;CAF;2020;11;predicted;4625;4763;138;1920;-2161;6489
Central African Republic;CAF;2020;12;predicted;4623;4733;110;2030;-2295;6836
Central African Republic;CAF;2021;1;predicted;4533;4760;227;2257;-2213;7218
Central African Republic;CAF;2021;2;predicted;4469;4815;346;2603;-2148;7892
Central African Republic;CAF;2021;3;predicted;4424;4967;543;3146;-1771;8821
Central African Republic;CAF;2021;4;predicted;4426;4974;548;3695;-1418;9577
Central African Republic;CAF;2021;5;predicted;4463;5007;543;4238;-1026;10008
Central African Republic;CAF;2021;6;predicted;4498;4987;489;4727;-640;10795
Central African Republic;CAF;2021;7;predicted;4532;5074;542;5269;-362;11473
Central African Republic;CAF;2021;8;predicted;4527;4934;407;5676;-200;11997
Central African Republic;CAF;2021;9;predicted;4538;4761;222;5898;-275;12192
Central African Republic;CAF;2021;10;predicted;4510;4625;115;6013;-182;12511
Central African Republic;CAF;2021;11;predicted;4514;4687;173;6186;-237;12536
Central African Republic;CAF;2021;12;predicted;4501;4767;266;6452;-36;12861
Canada;CAN;2020;1;reported;26836;27074;238;238;-437;931
Canada;CAN;2020;2;reported;24759;23925;-834;-597;-1716;491
Canada;CAN;2020;3;reported;25905;25962;57;-539;-2028;884
Canada;CAN;2020;4;reported;24388;28686;4298;3758;2144;5448
Canada;CAN;2020;5;reported;23932;27134;3202;6961;5186;8762
Canada;CAN;2020;6;reported;22424;22766;342;7303;5346;9321
Canada;CAN;2020;7;reported;22817;23379;562;7865;5810;10013
Canada;CAN;2020;8;reported;22798;23629;831;8696;6622;10886
Canada;CAN;2020;9;reported;22778;23693;915;9611;7346;11894
Canada;CAN;2020;10;reported;24573;25600;1027;10638;8245;13075
Canada;CAN;2020;11;reported;24614;26707;2092;12731;10156;15314
Canada;CAN;2020;12;reported;27326;29147;1821;14552;11906;17434
Canada;CAN;2021;1;reported;27393;29903;2442;16994;14180;20043
Canada;CAN;2021;2;reported;25297;24599;-766;16228;13285;19212
Canada;CAN;2021;3;reported;26403;25559;-912;15316;12265;18628
Canada;CAN;2021;4;reported;24897;24959;-5;15310;12141;18740
Canada;CAN;2021;5;reported;24402;25405;935;16246;13019;19773
Canada;CAN;2021;6;reported;22889;23696;739;16984;13637;20539
Canada;CAN;2021;7;reported;23301;24469;1100;18084;14508;21649
Canada;CAN;2021;8;reported;23283;24983;1632;19716;16151;23379
